m,n,poly,seed,sub_idx,matrix_idx,true_rank,target_k,k_over_true_rank,selector,u_method,generation_ms,generation_q_ms,generation_scale_ms,generation_multiply_ms,generation_copy_ms,selection_ms,extraction_ms,u_ms,verification_ms,total_ms,fnorm,optimal_fnorm,error_ratio,score,u_bytes,serialized_solution_bytes,status
8193,8193,true,0,6,2,2049,170,0.082967301,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,4.898933000,0.937817000,43.588039000,9.733635000,59.158424000,0.007034203,0.002481582,2.834564423,1.000000000,115600,144414,ok
8193,8193,true,0,6,2,2049,170,0.082967301,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,279.630895000,0.887532000,3.565670000,9.042813000,293.126910000,0.092114531,0.002481582,37.119282678,1.000000000,115600,145506,ok
8193,8193,true,0,6,2,2049,170,0.082967301,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,279.630895000,0.887532000,35.349092000,9.339653000,325.207172000,0.006463510,0.002481582,2.604593110,1.000000000,115600,144294,ok
8193,8193,true,0,7,2,2049,102,0.049780381,matrix_norms,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.244505000,0.845674000,0.933059000,8.865458000,15.888696000,0.101757027,0.005354514,19.003969481,1.000000000,41616,52550,ok
8193,8193,true,0,7,2,2049,102,0.049780381,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.244505000,0.845674000,23.625907000,8.891498000,38.607584000,0.015180896,0.005354514,2.835158346,1.000000000,41616,52426,ok
8193,8193,true,0,7,2,2049,102,0.049780381,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,174.473548000,0.880098000,1.200925000,8.757575000,185.312146000,0.156568363,0.005354514,29.240441468,1.000000000,41616,52858,ok
8193,8193,true,0,7,2,2049,102,0.049780381,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,174.473548000,0.880098000,21.088334000,8.933888000,205.375868000,0.013138644,0.005354514,2.453750901,1.000000000,41616,52398,ok
8193,8193,true,0,8,2,2049,341,0.166422645,matrix_norms,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.171007000,0.922519000,22.269871000,10.892810000,39.256207000,0.325050443,0.000869959,373.638952972,0.915322124,465124,584094,ok
8193,8193,true,0,8,2,2049,341,0.166422645,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.171007000,0.922519000,110.336800000,11.135437000,127.565763000,0.002613669,0.000869959,3.004360296,1.000000000,465124,575906,ok
8193,8193,true,0,8,2,2049,341,0.166422645,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,725.069169000,1.040090000,21.816859000,10.917296000,758.843414000,0.281332195,0.000869959,323.385704697,1.000000000,465124,583566,ok
8193,8193,true,0,8,2,2049,341,0.166422645,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,725.069169000,1.040090000,93.870815000,10.723691000,830.703765000,0.002377930,0.000869959,2.733382596,1.000000000,465124,576182,ok
8193,8193,true,0,9,2,2049,204,0.099560761,matrix_norms,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.379659000,0.909493000,4.991678000,10.004645000,21.285475000,0.457886040,0.001886142,242.763342642,0.844443802,166464,209566,ok
8193,8193,true,0,9,2,2049,204,0.099560761,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.379659000,0.909493000,45.797864000,10.090176000,62.177192000,0.005362371,0.001886142,2.843037328,1.000000000,166464,207518,ok
8193,8193,true,0,9,2,2049,204,0.099560761,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,342.262883000,0.902282000,5.535883000,10.137165000,358.838213000,0.072984263,0.001886142,38.695007411,1.000000000,166464,208318,ok
8193,8193,true,0,9,2,2049,204,0.099560761,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,342.262883000,0.902282000,45.153870000,10.305924000,398.624959000,0.004989686,0.001886142,2.645446105,1.000000000,166464,207498,ok
8193,8193,true,0,10,2,2049,682,0.332845290,matrix_norms,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.246689000,1.163032000,159.790071000,13.146798000,179.346590000,36.372901917,0.000302235,120346.420021116,0.005675283,1860496,2332758,ok
8193,8193,true,0,10,2,2049,682,0.332845290,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.246689000,1.163032000,307.772088000,12.923216000,327.105025000,0.003830847,0.000302235,12.675061311,1.000000000,1860496,2297522,ok
8193,8193,true,0,10,2,2049,682,0.332845290,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,2347.522773000,1.194480000,155.496957000,13.181914000,2517.396124000,0.064024448,0.000302235,211.836635301,1.000000000,1860496,2322198,ok
8193,8193,true,0,10,2,2049,682,0.332845290,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,2347.522773000,1.194480000,315.474119000,12.957781000,2677.149153000,0.001592015,0.000302235,5.267473468,1.000000000,1860496,2297066,ok
8193,8193,true,0,11,2,2049,409,0.199609566,matrix_norms,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.296853000,1.022175000,35.113657000,12.169365000,53.602050000,0.469469935,0.000660942,710.303790653,0.577217812,669124,840350,ok
8193,8193,true,0,11,2,2049,409,0.199609566,matrix_norms,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,5.296853000,1.022175000,144.647881000,11.895118000,162.862027000,0.002252161,0.000660942,3.407499755,1.000000000,669124,827270,ok
8193,8193,true,0,11,2,2049,409,0.199609566,block_krylov_maxvol,intersection_inverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,1083.997091000,1.000766000,35.088699000,11.845124000,1131.931680000,0.024970083,0.000660942,37.779510441,1.000000000,669124,832998,ok
8193,8193,true,0,11,2,2049,409,0.199609566,block_krylov_maxvol,svd_pseudoinverse,196.949686000,182.391151000,0.449747000,7.048774000,6.884765000,1083.997091000,1.000766000,154.963813000,12.025885000,1251.987555000,0.001853479,0.000660942,2.804297526,1.000000000,669124,827522,ok
8193,8193,true,0,12,3,1025,170,0.165853659,matrix_norms,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,4.837437000,0.949430000,3.373988000,9.267937000,18.428792000,0.015152759,0.000619861,24.445413997,1.000000000,115600,144846,ok
8193,8193,true,0,12,3,1025,170,0.165853659,matrix_norms,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,4.837437000,0.949430000,44.594625000,9.313774000,59.695266000,0.001972277,0.000619861,3.181805539,1.000000000,115600,144402,ok
8193,8193,true,0,12,3,1025,170,0.165853659,block_krylov_maxvol,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,281.203619000,0.900788000,3.382274000,9.190481000,294.677162000,0.030670410,0.000619861,49.479495745,1.000000000,115600,145382,ok
8193,8193,true,0,12,3,1025,170,0.165853659,block_krylov_maxvol,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,281.203619000,0.900788000,35.298175000,9.246586000,326.649168000,0.001617339,0.000619861,2.609195624,1.000000000,115600,144334,ok
8193,8193,true,0,13,3,1025,102,0.099512195,matrix_norms,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.232070000,0.844181000,0.908662000,8.767353000,15.752266000,0.023396874,0.001339920,17.461393295,1.000000000,41616,52582,ok
8193,8193,true,0,13,3,1025,102,0.099512195,matrix_norms,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.232070000,0.844181000,19.961621000,8.933246000,34.971118000,0.003806808,0.001339920,2.841071026,1.000000000,41616,52494,ok
8193,8193,true,0,13,3,1025,102,0.099512195,block_krylov_maxvol,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,174.127827000,0.870170000,1.064276000,9.087275000,185.149548000,0.182749912,0.001339920,136.388652236,0.755194793,41616,53062,ok
8193,8193,true,0,13,3,1025,102,0.099512195,block_krylov_maxvol,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,174.127827000,0.870170000,20.496860000,8.866851000,204.361708000,0.003252388,0.001339920,2.427299906,1.000000000,41616,52406,ok
8193,8193,true,0,14,3,1025,341,0.332682927,matrix_norms,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.191244000,0.928700000,21.428254000,10.879313000,38.427511000,0.129166469,0.000214168,603.106846964,0.567063700,465124,582114,ok
8193,8193,true,0,14,3,1025,341,0.332682927,matrix_norms,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.191244000,0.928700000,109.748696000,10.718039000,126.586679000,0.002888450,0.000214168,13.486811285,1.000000000,465124,575954,ok
8193,8193,true,0,14,3,1025,341,0.332682927,block_krylov_maxvol,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,722.671233000,0.984475000,22.317660000,10.897097000,756.870465000,0.035296772,0.000214168,164.808443256,1.000000000,465124,582034,ok
8193,8193,true,0,14,3,1025,341,0.332682927,block_krylov_maxvol,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,722.671233000,0.984475000,93.850975000,10.695777000,828.202460000,0.001047365,0.000214168,4.890378660,1.000000000,465124,576230,ok
8193,8193,true,0,15,3,1025,204,0.199024390,matrix_norms,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.205912000,0.893793000,4.969245000,10.043379000,21.112329000,0.055208929,0.000470421,117.360640869,1.000000000,166464,209090,ok
8193,8193,true,0,15,3,1025,204,0.199024390,matrix_norms,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,5.205912000,0.893793000,46.283187000,10.234399000,62.617291000,0.001727042,0.000470421,3.671268709,1.000000000,166464,207510,ok
8193,8193,true,0,15,3,1025,204,0.199024390,block_krylov_maxvol,intersection_inverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,338.801116000,0.933959000,5.309025000,10.201246000,355.245346000,0.037421137,0.000470421,79.548158610,1.000000000,166464,209366,ok
8193,8193,true,0,15,3,1025,204,0.199024390,block_krylov_maxvol,svd_pseudoinverse,121.290279000,111.825671000,0.351993000,4.070652000,4.840283000,338.801116000,0.933959000,46.436395000,10.148706000,396.320176000,0.001266595,0.000470421,2.692470242,1.000000000,166464,207618,ok
8193,8193,true,0,16,4,513,170,0.331384016,matrix_norms,intersection_inverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,4.953535000,0.904285000,3.455052000,9.027864000,18.340736000,0.075822122,0.000152785,496.265815158,0.344573402,115600,145286,ok
8193,8193,true,0,16,4,513,170,0.331384016,matrix_norms,svd_pseudoinverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,4.953535000,0.904285000,34.723030000,9.232551000,49.813401000,0.002953064,0.000152785,19.328193829,1.000000000,115600,144350,ok
8193,8193,true,0,16,4,513,170,0.331384016,block_krylov_maxvol,intersection_inverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,276.735052000,0.901739000,3.477323000,9.257086000,290.371200000,0.050606921,0.000152785,331.228990509,0.516259159,115600,146354,ok
8193,8193,true,0,16,4,513,170,0.331384016,block_krylov_maxvol,svd_pseudoinverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,276.735052000,0.901739000,35.513370000,9.220757000,322.370918000,0.000743523,0.000152785,4.866455237,1.000000000,115600,144418,ok
8193,8193,true,0,17,4,513,102,0.198830409,matrix_norms,intersection_inverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,5.248982000,0.875380000,1.044549000,8.713071000,15.881982000,0.066047326,0.000334525,197.436134006,0.521687687,41616,52910,ok
8193,8193,true,0,17,4,513,102,0.198830409,matrix_norms,svd_pseudoinverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,5.248982000,0.875380000,20.575526000,8.980656000,35.680544000,0.001531108,0.000334525,4.576960260,1.000000000,41616,52478,ok
8193,8193,true,0,17,4,513,102,0.198830409,block_krylov_maxvol,intersection_inverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,175.396417000,0.898944000,1.219989000,8.826875000,186.342225000,0.014310920,0.000334525,42.779819234,1.000000000,41616,52866,ok
8193,8193,true,0,17,4,513,102,0.198830409,block_krylov_maxvol,svd_pseudoinverse,66.985473000,61.240456000,0.249470000,2.684711000,2.658711000,175.396417000,0.898944000,20.915208000,8.909802000,206.120371000,0.000871022,0.000334525,2.603756053,1.000000000,41616,52430,ok
