m,n,poly,seed,sub_idx,matrix_idx,true_rank,target_k,selector,u_method,generation_ms,selection_ms,extraction_ms,u_ms,verification_ms,total_ms,fnorm,optimal_fnorm,error_ratio,score,u_bytes,status
4097,4150,false,0,12,3,513,85,randomized_range,intersection_inverse,245.592310000,5.652078000,0.110250000,0.346319000,0.669577000,6.778224000,0.751166284,0.021238355,35.368383535,1.000000000,28900,ok
4097,4150,false,0,12,3,513,85,randomized_range,svd_pseudoinverse,245.592310000,5.652078000,0.110250000,14.656441000,0.744964000,21.163733000,0.066623032,0.021238355,3.136920548,1.000000000,28900,ok
4097,4150,false,0,13,3,513,51,matrix_norms,intersection_inverse,245.592310000,1.715298000,0.110299000,0.145611000,0.672435000,2.643643000,1.064611554,0.062606543,17.004796911,1.000000000,10404,ok
4097,4150,false,0,13,3,513,51,matrix_norms,svd_pseudoinverse,245.592310000,1.715298000,0.110299000,8.068200000,0.736340000,10.630137000,0.176217467,0.062606543,2.814681298,1.000000000,10404,ok
4097,4150,false,0,13,3,513,51,randomized_range,intersection_inverse,245.592310000,4.532301000,0.106335000,0.145782000,0.658969000,5.443387000,1.064611435,0.062606543,17.004795007,1.000000000,10404,ok
4097,4150,false,0,13,3,513,51,randomized_range,svd_pseudoinverse,245.592310000,4.532301000,0.106335000,7.936307000,0.704428000,13.279371000,0.176217467,0.062606543,2.814681298,1.000000000,10404,ok
4097,4150,false,0,14,3,513,170,matrix_norms,intersection_inverse,245.592310000,1.712381000,0.153487000,2.452471000,0.822736000,5.141075000,0.126425490,0.002772897,45.593290936,1.000000000,115600,ok
4097,4150,false,0,14,3,513,170,matrix_norms,svd_pseudoinverse,245.592310000,1.712381000,0.153487000,33.657435000,0.885584000,36.408887000,0.010589516,0.002772897,3.818936159,1.000000000,115600,ok
4097,4150,false,0,14,3,513,170,randomized_range,intersection_inverse,245.592310000,8.987946000,0.160902000,2.414812000,0.806324000,12.369984000,0.126425490,0.002772897,45.593290936,1.000000000,115600,ok
4097,4150,false,0,14,3,513,170,randomized_range,svd_pseudoinverse,245.592310000,8.987946000,0.160902000,30.843392000,0.825556000,40.817796000,0.010589516,0.002772897,3.818936159,1.000000000,115600,ok
4097,4150,false,0,15,3,513,102,matrix_norms,intersection_inverse,245.592310000,1.725111000,0.156439000,0.575008000,0.709386000,3.165944000,1.470747471,0.013347575,110.188369414,0.934762902,41616,ok
4097,4150,false,0,15,3,513,102,matrix_norms,svd_pseudoinverse,245.592310000,1.725111000,0.156439000,18.129310000,0.744057000,20.754917000,0.044790544,0.013347575,3.355706580,1.000000000,41616,ok
4097,4150,false,0,15,3,513,102,randomized_range,intersection_inverse,245.592310000,6.123376000,0.140212000,0.560993000,0.685810000,7.510391000,1.470747352,0.013347575,110.188360483,0.934762978,41616,ok
4097,4150,false,0,15,3,513,102,randomized_range,svd_pseudoinverse,245.592310000,6.123376000,0.140212000,17.970340000,0.761418000,24.995346000,0.044790525,0.013347575,3.355705185,1.000000000,41616,ok
4097,4150,false,0,16,4,257,85,matrix_norms,intersection_inverse,245.592310000,1.770199000,0.127162000,0.383462000,0.701051000,2.981874000,0.181510344,0.001980891,91.630636315,0.938550723,28900,ok
4097,4150,false,0,16,4,257,85,matrix_norms,svd_pseudoinverse,245.592310000,1.770199000,0.127162000,14.604065000,0.703545000,17.204971000,0.007535610,0.001980891,3.804151077,1.000000000,28900,ok
4097,4150,false,0,16,4,257,85,randomized_range,intersection_inverse,245.592310000,5.597878000,0.128087000,0.345896000,0.663676000,6.735537000,0.181510344,0.001980891,91.630636315,0.938550723,28900,ok
4097,4150,false,0,16,4,257,85,randomized_range,svd_pseudoinverse,245.592310000,5.597878000,0.128087000,14.453682000,0.727860000,20.907507000,0.007535610,0.001980891,3.804151077,1.000000000,28900,ok
