m,n,poly,seed,sub_idx,true_rank_stratum,target_ratio_stratum,sampled_true_rank_ratio,true_rank,sampled_target_rank_ratio,target_k,k_over_true_rank,selector,u_method,generation_gaussian_u_ms,generation_qr_u_ms,generation_gaussian_v_ms,generation_qr_v_ms,generation_basis_extract_scale_ms,generation_matrix_multiply_ms,generation_sub_instance_total_ms,generation_qr_plus_matrix_multiply_ms,generation_wall_ms,selection_ms,extraction_ms,u_ms,verification_ms,solver_total_ms,cur_fnorm,optimal_svd_fnorm,raw_error_ratio,score,u_bytes,serialized_solution_bytes,status
2000,3000,true,0,3,3,5,0.146216327,292,0.739562110,216,0.739726027,block_krylov_maxvol,qr_least_squares,12.105509000,9.741937000,17.957161000,13.345642000,0.100268000,0.233981000,0.611009000,29.213388000,64.515774000,139.047649000,0.141195000,3.857093000,1.326454000,144.372391000,0.003704478,0.000026895,137.738415949,1.000000000,186624,232326,ok
2000,3000,true,0,3,3,5,0.146216327,292,0.739562110,216,0.739726027,block_krylov_maxvol,adaptive_svd_pseudoinverse,12.105509000,9.741937000,17.957161000,13.345642000,0.100268000,0.233981000,0.611009000,29.213388000,64.515774000,139.047649000,0.141195000,247.049510000,1.289424000,387.527778000,0.000420191,0.000026895,15.623377596,1.000000000,186624,232070,ok
2000,3000,true,0,4,4,2,0.163769945,328,0.361614008,119,0.362804878,matrix_norms,qr_least_squares,12.105509000,9.741937000,17.957161000,13.345642000,0.077475000,0.211449000,0.550644000,29.213388000,64.515774000,1.773294000,0.275899000,3.225213000,1.614776000,6.889182000,0.002290451,0.000106069,21.593945463,1.000000000,56644,71054,ok
2000,3000,true,0,4,4,2,0.163769945,328,0.361614008,119,0.362804878,matrix_norms,adaptive_svd_pseudoinverse,12.105509000,9.741937000,17.957161000,13.345642000,0.077475000,0.211449000,0.550644000,29.213388000,64.515774000,1.773294000,0.275899000,144.226134000,1.227928000,147.503255000,0.000979263,0.000106069,9.232306676,1.000000000,56644,71206,ok
2000,3000,true,0,4,4,2,0.163769945,328,0.361614008,119,0.362804878,block_krylov_maxvol,qr_least_squares,12.105509000,9.741937000,17.957161000,13.345642000,0.077475000,0.211449000,0.550644000,29.213388000,64.515774000,74.352036000,0.152957000,2.416252000,1.287009000,78.208254000,0.000503507,0.000106069,4.746973236,1.000000000,56644,71034,ok
2000,3000,true,0,4,4,2,0.163769945,328,0.361614008,119,0.362804878,block_krylov_maxvol,adaptive_svd_pseudoinverse,12.105509000,9.741937000,17.957161000,13.345642000,0.077475000,0.211449000,0.550644000,29.213388000,64.515774000,74.352036000,0.152957000,134.503856000,1.241354000,210.250203000,0.000438049,0.000106069,4.129844457,1.000000000,56644,70866,ok
2000,3000,true,0,5,5,3,0.214140816,428,0.544466149,233,0.544392523,matrix_norms,qr_least_squares,12.105509000,9.741937000,17.957161000,13.345642000,0.072747000,0.227649000,0.583267000,29.213388000,64.515774000,1.503877000,0.122641000,4.859637000,1.660943000,8.147098000,0.005507436,0.000061831,89.071967974,1.000000000,217156,270322,ok
2000,3000,true,0,5,5,3,0.214140816,428,0.544466149,233,0.544392523,matrix_norms,adaptive_svd_pseudoinverse,12.105509000,9.741937000,17.957161000,13.345642000,0.072747000,0.227649000,0.583267000,29.213388000,64.515774000,1.503877000,0.122641000,294.612622000,1.412696000,297.651836000,0.000805076,0.000061831,13.020525463,1.000000000,217156,270474,ok
2000,3000,true,0,5,5,3,0.214140816,428,0.544466149,233,0.544392523,block_krylov_maxvol,qr_least_squares,12.105509000,9.741937000,17.957161000,13.345642000,0.072747000,0.227649000,0.583267000,29.213388000,64.515774000,162.275569000,0.138220000,4.005181000,1.555965000,167.974935000,0.001454369,0.000061831,23.521566292,1.000000000,217156,270062,ok
2000,3000,true,0,5,5,3,0.214140816,428,0.544466149,233,0.544392523,block_krylov_maxvol,adaptive_svd_pseudoinverse,12.105509000,9.741937000,17.957161000,13.345642000,0.072747000,0.227649000,0.583267000,29.213388000,64.515774000,162.275569000,0.138220000,279.291056000,1.448372000,443.153217000,0.000530231,0.000061831,8.575450075,1.000000000,217156,269582,ok
